season,date,div_conf_name,points_threshold
2019-20,2019-06-22,Western,0
2019-20,2019-06-23,Western,0
2019-20,2019-06-24,Western,0
2019-20,2019-06-25,Western,0
2019-20,2019-06-26,Western,0
2019-20,2019-06-27,Western,0
2019-20,2019-06-28,Western,0
2019-20,2019-06-29,Western,0
2019-20,2019-06-30,Western,0
2019-20,2019-07-01,Western,0
2019-20,2019-07-02,Western,0
2019-20,2019-07-03,Western,0
2019-20,2019-07-04,Western,0
2019-20,2019-07-05,Western,0
2019-20,2019-07-06,Western,0
2019-20,2019-07-07,Western,0
2019-20,2019-07-08,Western,0
2019-20,2019-07-09,Western,0
2019-20,2019-07-10,Western,0
2019-20,2019-07-11,Western,0
2019-20,2019-07-12,Western,0
2019-20,2019-07-13,Western,0
2019-20,2019-07-14,Western,0
2019-20,2019-07-15,Western,0
2019-20,2019-07-16,Western,0
2019-20,2019-07-17,Western,0
2019-20,2019-07-18,Western,0
2019-20,2019-07-19,Western,0
2019-20,2019-07-20,Western,0
2019-20,2019-07-21,Western,0
2019-20,2019-07-22,Western,0
2019-20,2019-07-23,Western,0
2019-20,2019-07-24,Western,0
2019-20,2019-07-25,Western,0
2019-20,2019-07-26,Western,0
2019-20,2019-07-27,Western,0
2019-20,2019-07-28,Western,0
2019-20,2019-07-29,Western,0
2019-20,2019-07-30,Western,0
2019-20,2019-07-31,Western,0
2019-20,2019-08-01,Western,0
2019-20,2019-08-02,Western,0
2019-20,2019-08-03,Western,0
2019-20,2019-08-04,Western,0
2019-20,2019-08-05,Western,0
2019-20,2019-08-06,Western,0
2019-20,2019-08-07,Western,0
2019-20,2019-08-08,Western,0
2019-20,2019-08-09,Western,0
2019-20,2019-08-10,Western,0
2019-20,2019-08-11,Western,0
2019-20,2019-08-12,Western,0
2019-20,2019-08-13,Western,0
2019-20,2019-08-14,Western,0
2019-20,2019-08-15,Western,0
2019-20,2019-08-16,Western,0
2019-20,2019-08-17,Western,0
2019-20,2019-08-18,Western,0
2019-20,2019-08-19,Western,0
2019-20,2019-08-20,Western,0
2019-20,2019-08-21,Western,0
2019-20,2019-08-22,Western,0
2019-20,2019-08-23,Western,0
2019-20,2019-08-24,Western,0
2019-20,2019-08-25,Western,0
2019-20,2019-08-26,Western,0
2019-20,2019-08-27,Western,0
2019-20,2019-08-28,Western,0
2019-20,2019-08-29,Western,0
2019-20,2019-08-30,Western,0
2019-20,2019-08-31,Western,0
2019-20,2019-09-01,Western,0
2019-20,2019-09-02,Western,0
2019-20,2019-09-03,Western,0
2019-20,2019-09-04,Western,0
2019-20,2019-09-05,Western,0
2019-20,2019-09-06,Western,0
2019-20,2019-09-07,Western,0
2019-20,2019-09-08,Western,0
2019-20,2019-09-09,Western,0
2019-20,2019-09-10,Western,0
2019-20,2019-09-11,Western,0
2019-20,2019-09-12,Western,0
2019-20,2019-09-13,Western,0
2019-20,2019-09-14,Western,0
2019-20,2019-09-15,Western,0
2019-20,2019-09-16,Western,0
2019-20,2019-09-17,Western,0
2019-20,2019-09-18,Western,0
2019-20,2019-09-19,Western,0
2019-20,2019-09-20,Western,0
2019-20,2019-09-21,Western,0
2019-20,2019-09-22,Western,0
2019-20,2019-09-23,Western,0
2019-20,2019-09-24,Western,0
2019-20,2019-09-25,Western,0
2019-20,2019-09-26,Western,0
2019-20,2019-09-27,Western,0
2019-20,2019-09-28,Western,0
2019-20,2019-09-29,Western,0
2019-20,2019-09-30,Western,0
2019-20,2019-10-01,Western,0
2019-20,2019-10-02,Western,0
2019-20,2019-10-03,Western,0
2019-20,2019-10-04,Western,0
2019-20,2019-10-05,Western,0
2019-20,2019-10-06,Western,2
2019-20,2019-10-07,Western,2
2019-20,2019-10-08,Western,2
2019-20,2019-10-09,Western,3
2019-20,2019-10-10,Western,3
2019-20,2019-10-11,Western,4
2019-20,2019-10-12,Western,4
2019-20,2019-10-13,Western,5
2019-20,2019-10-14,Western,5
2019-20,2019-10-15,Western,5
2019-20,2019-10-16,Western,7
2019-20,2019-10-17,Western,7
2019-20,2019-10-18,Western,8
2019-20,2019-10-19,Western,8
2019-20,2019-10-20,Western,9
2019-20,2019-10-21,Western,9
2019-20,2019-10-22,Western,11
2019-20,2019-10-23,Western,11
2019-20,2019-10-24,Western,11
2019-20,2019-10-25,Western,12
2019-20,2019-10-26,Western,13
2019-20,2019-10-27,Western,13
2019-20,2019-10-28,Western,14
2019-20,2019-10-29,Western,14
2019-20,2019-10-30,Western,15
2019-20,2019-10-31,Western,15
2019-20,2019-11-01,Western,16
2019-20,2019-11-02,Western,17
2019-20,2019-11-03,Western,18
2019-20,2019-11-04,Western,18
2019-20,2019-11-05,Western,18
2019-20,2019-11-06,Western,19
2019-20,2019-11-07,Western,19
2019-20,2019-11-08,Western,20
2019-20,2019-11-09,Western,20
2019-20,2019-11-10,Western,21
2019-20,2019-11-11,Western,21
2019-20,2019-11-12,Western,21
2019-20,2019-11-13,Western,21
2019-20,2019-11-14,Western,21
2019-20,2019-11-15,Western,22
2019-20,2019-11-16,Western,23
2019-20,2019-11-17,Western,23
2019-20,2019-11-18,Western,23
2019-20,2019-11-19,Western,23
2019-20,2019-11-20,Western,24
2019-20,2019-11-21,Western,24
2019-20,2019-11-22,Western,26
2019-20,2019-11-23,Western,26
2019-20,2019-11-24,Western,26
2019-20,2019-11-25,Western,26
2019-20,2019-11-26,Western,27
2019-20,2019-11-27,Western,27
2019-20,2019-11-28,Western,28
2019-20,2019-11-29,Western,29
2019-20,2019-11-30,Western,29
2019-20,2019-12-01,Western,30
2019-20,2019-12-02,Western,30
2019-20,2019-12-03,Western,31
2019-20,2019-12-04,Western,32
2019-20,2019-12-05,Western,32
2019-20,2019-12-06,Western,32
2019-20,2019-12-07,Western,34
2019-20,2019-12-08,Western,34
2019-20,2019-12-09,Western,34
2019-20,2019-12-10,Western,35
2019-20,2019-12-11,Western,37
2019-20,2019-12-12,Western,37
2019-20,2019-12-13,Western,37
2019-20,2019-12-14,Western,39
2019-20,2019-12-15,Western,39
2019-20,2019-12-16,Western,40
2019-20,2019-12-17,Western,40
2019-20,2019-12-18,Western,40
2019-20,2019-12-19,Western,40
2019-20,2019-12-20,Western,41
2019-20,2019-12-21,Western,41
2019-20,2019-12-22,Western,41
2019-20,2019-12-23,Western,43
2019-20,2019-12-24,Western,43
2019-20,2019-12-25,Western,43
2019-20,2019-12-26,Western,43
2019-20,2019-12-27,Western,43
2019-20,2019-12-28,Western,44
2019-20,2019-12-29,Western,44
2019-20,2019-12-30,Western,45
2019-20,2019-12-31,Western,45
2019-20,2020-01-01,Western,46
2019-20,2020-01-02,Western,46
2019-20,2020-01-03,Western,47
2019-20,2020-01-04,Western,48
2019-20,2020-01-05,Western,48
2019-20,2020-01-06,Western,49
2019-20,2020-01-07,Western,50
2019-20,2020-01-08,Western,50
2019-20,2020-01-09,Western,51
2019-20,2020-01-10,Western,52
2019-20,2020-01-11,Western,52
2019-20,2020-01-12,Western,53
2019-20,2020-01-13,Western,53
2019-20,2020-01-14,Western,53
2019-20,2020-01-15,Western,54
2019-20,2020-01-16,Western,54
2019-20,2020-01-17,Western,55
2019-20,2020-01-18,Western,56
2019-20,2020-01-19,Western,57
2019-20,2020-01-20,Western,57
2019-20,2020-01-21,Western,57
2019-20,2020-01-22,Western,57
2019-20,2020-01-23,Western,57
2019-20,2020-01-24,Western,57
2019-20,2020-01-25,Western,57
2019-20,2020-01-26,Western,57
2019-20,2020-01-27,Western,57
2019-20,2020-01-28,Western,57
2019-20,2020-01-29,Western,57
2019-20,2020-01-30,Western,57
2019-20,2020-01-31,Western,57
2019-20,2020-02-01,Western,58
2019-20,2020-02-02,Western,59
2019-20,2020-02-03,Western,59
2019-20,2020-02-04,Western,59
2019-20,2020-02-05,Western,60
2019-20,2020-02-06,Western,60
2019-20,2020-02-07,Western,60
2019-20,2020-02-08,Western,61
2019-20,2020-02-09,Western,61
2019-20,2020-02-10,Western,62
2019-20,2020-02-11,Western,63
2019-20,2020-02-12,Western,64
2019-20,2020-02-13,Western,64
2019-20,2020-02-14,Western,64
2019-20,2020-02-15,Western,64
2019-20,2020-02-16,Western,66
2019-20,2020-02-17,Western,68
2019-20,2020-02-18,Western,68
2019-20,2020-02-19,Western,68
2019-20,2020-02-20,Western,68
2019-20,2020-02-21,Western,68
2019-20,2020-02-22,Western,68
2019-20,2020-02-23,Western,69
2019-20,2020-02-24,Western,70
2019-20,2020-02-25,Western,70
2019-20,2020-02-26,Western,70
2019-20,2020-02-27,Western,70
2019-20,2020-02-28,Western,72
2019-20,2020-02-29,Western,72
2019-20,2020-03-01,Western,72
2019-20,2020-03-02,Western,72
2019-20,2020-03-03,Western,72
2019-20,2020-03-04,Western,74
2019-20,2020-03-05,Western,74
2019-20,2020-03-06,Western,74
2019-20,2020-03-07,Western,76
2019-20,2020-03-08,Western,76
2019-20,2020-03-09,Western,76
2019-20,2020-03-10,Western,78
2019-20,2020-03-11,Western,78
2019-20,2020-03-12,Western,78
2019-20,2020-03-13,Western,78
2019-20,2020-03-14,Western,78
2019-20,2020-03-15,Western,78
2019-20,2020-03-16,Western,78
2019-20,2020-03-17,Western,78
2019-20,2020-03-18,Western,78
2019-20,2020-03-19,Western,78
2019-20,2020-03-20,Western,78
2019-20,2020-03-21,Western,78
2019-20,2020-03-22,Western,78
2019-20,2020-03-23,Western,78
2019-20,2020-03-24,Western,78
2019-20,2020-03-25,Western,78
2019-20,2020-03-26,Western,78
2019-20,2020-03-27,Western,78
2019-20,2020-03-28,Western,78
2019-20,2020-03-29,Western,78
2019-20,2020-03-30,Western,78
2019-20,2020-03-31,Western,78
2019-20,2020-04-01,Western,78
2019-20,2020-04-02,Western,78
2019-20,2020-04-03,Western,78
2019-20,2020-04-04,Western,78
2019-20,2020-04-05,Western,78
2019-20,2020-04-06,Western,78
2019-20,2020-04-07,Western,78
2019-20,2020-04-08,Western,78
2019-20,2020-04-09,Western,78
2019-20,2020-04-10,Western,78
2019-20,2020-04-11,Western,78
2019-20,2020-04-12,Western,78
2019-20,2020-04-13,Western,78
2019-20,2020-04-14,Western,78
2019-20,2020-04-15,Western,78
2019-20,2020-04-16,Western,78
2019-20,2020-04-17,Western,78
2019-20,2020-04-18,Western,78
2019-20,2020-04-19,Western,78
2019-20,2020-04-20,Western,78
2019-20,2020-04-21,Western,78
2019-20,2020-04-22,Western,78
2019-20,2020-04-23,Western,78
2019-20,2020-04-24,Western,78
2019-20,2020-04-25,Western,78
2019-20,2020-04-26,Western,78
2019-20,2020-04-27,Western,78
2019-20,2020-04-28,Western,78
2019-20,2020-04-29,Western,78
2019-20,2020-04-30,Western,78
2019-20,2020-05-01,Western,78
2019-20,2020-05-02,Western,78
2019-20,2020-05-03,Western,78
2019-20,2020-05-04,Western,78
2019-20,2020-05-05,Western,78
2019-20,2020-05-06,Western,78
2019-20,2020-05-07,Western,78
2019-20,2020-05-08,Western,78
2019-20,2020-05-09,Western,78
2019-20,2020-05-10,Western,78
2019-20,2020-05-11,Western,78
2019-20,2020-05-12,Western,78
2019-20,2020-05-13,Western,78
2019-20,2020-05-14,Western,78
2019-20,2020-05-15,Western,78
2019-20,2020-05-16,Western,78
2019-20,2020-05-17,Western,78
2019-20,2020-05-18,Western,78
2019-20,2020-05-19,Western,78
2019-20,2020-05-20,Western,78
2019-20,2020-05-21,Western,78
2019-20,2020-05-22,Western,78
2019-20,2020-05-23,Western,78
2019-20,2020-05-24,Western,78
2019-20,2020-05-25,Western,78
2019-20,2020-05-26,Western,78
2019-20,2020-05-27,Western,78
2019-20,2020-05-28,Western,78
2019-20,2020-05-29,Western,78
2019-20,2020-05-30,Western,78
2019-20,2020-05-31,Western,78
2019-20,2019-06-01,Eastern,0
2019-20,2019-06-02,Eastern,0
2019-20,2019-06-03,Eastern,0
2019-20,2019-06-04,Eastern,0
2019-20,2019-06-05,Eastern,0
2019-20,2019-06-06,Eastern,0
2019-20,2019-06-07,Eastern,0
2019-20,2019-06-08,Eastern,0
2019-20,2019-06-09,Eastern,0
2019-20,2019-06-10,Eastern,0
2019-20,2019-06-11,Eastern,0
2019-20,2019-06-12,Eastern,0
2019-20,2019-06-13,Eastern,0
2019-20,2019-06-14,Eastern,0
2019-20,2019-06-15,Eastern,0
2019-20,2019-06-16,Eastern,0
2019-20,2019-06-17,Eastern,0
2019-20,2019-06-18,Eastern,0
2019-20,2019-06-19,Eastern,0
2019-20,2019-06-20,Eastern,0
2019-20,2019-06-21,Eastern,0
2019-20,2019-06-22,Eastern,0
2019-20,2019-06-23,Eastern,0
2019-20,2019-06-24,Eastern,0
2019-20,2019-06-25,Eastern,0
2019-20,2019-06-26,Eastern,0
2019-20,2019-06-27,Eastern,0
2019-20,2019-06-28,Eastern,0
2019-20,2019-06-29,Eastern,0
2019-20,2019-06-30,Eastern,0
2019-20,2019-07-01,Eastern,0
2019-20,2019-07-02,Eastern,0
2019-20,2019-07-03,Eastern,0
2019-20,2019-07-04,Eastern,0
2019-20,2019-07-05,Eastern,0
2019-20,2019-07-06,Eastern,0
2019-20,2019-07-07,Eastern,0
2019-20,2019-07-08,Eastern,0
2019-20,2019-07-09,Eastern,0
2019-20,2019-07-10,Eastern,0
2019-20,2019-07-11,Eastern,0
2019-20,2019-07-12,Eastern,0
2019-20,2019-07-13,Eastern,0
2019-20,2019-07-14,Eastern,0
2019-20,2019-07-15,Eastern,0
2019-20,2019-07-16,Eastern,0
2019-20,2019-07-17,Eastern,0
2019-20,2019-07-18,Eastern,0
2019-20,2019-07-19,Eastern,0
2019-20,2019-07-20,Eastern,0
2019-20,2019-07-21,Eastern,0
2019-20,2019-07-22,Eastern,0
2019-20,2019-07-23,Eastern,0
2019-20,2019-07-24,Eastern,0
2019-20,2019-07-25,Eastern,0
2019-20,2019-07-26,Eastern,0
2019-20,2019-07-27,Eastern,0
2019-20,2019-07-28,Eastern,0
2019-20,2019-07-29,Eastern,0
2019-20,2019-07-30,Eastern,0
2019-20,2019-07-31,Eastern,0
2019-20,2019-08-01,Eastern,0
2019-20,2019-08-02,Eastern,0
2019-20,2019-08-03,Eastern,0
2019-20,2019-08-04,Eastern,0
2019-20,2019-08-05,Eastern,0
2019-20,2019-08-06,Eastern,0
2019-20,2019-08-07,Eastern,0
2019-20,2019-08-08,Eastern,0
2019-20,2019-08-09,Eastern,0
2019-20,2019-08-10,Eastern,0
2019-20,2019-08-11,Eastern,0
2019-20,2019-08-12,Eastern,0
2019-20,2019-08-13,Eastern,0
2019-20,2019-08-14,Eastern,0
2019-20,2019-08-15,Eastern,0
2019-20,2019-08-16,Eastern,0
2019-20,2019-08-17,Eastern,0
2019-20,2019-08-18,Eastern,0
2019-20,2019-08-19,Eastern,0
2019-20,2019-08-20,Eastern,0
2019-20,2019-08-21,Eastern,0
2019-20,2019-08-22,Eastern,0
2019-20,2019-08-23,Eastern,0
2019-20,2019-08-24,Eastern,0
2019-20,2019-08-25,Eastern,0
2019-20,2019-08-26,Eastern,0
2019-20,2019-08-27,Eastern,0
2019-20,2019-08-28,Eastern,0
2019-20,2019-08-29,Eastern,0
2019-20,2019-08-30,Eastern,0
2019-20,2019-08-31,Eastern,0
2019-20,2019-09-01,Eastern,0
2019-20,2019-09-02,Eastern,0
2019-20,2019-09-03,Eastern,0
2019-20,2019-09-04,Eastern,0
2019-20,2019-09-05,Eastern,0
2019-20,2019-09-06,Eastern,0
2019-20,2019-09-07,Eastern,0
2019-20,2019-09-08,Eastern,0
2019-20,2019-09-09,Eastern,0
2019-20,2019-09-10,Eastern,0
2019-20,2019-09-11,Eastern,0
2019-20,2019-09-12,Eastern,0
2019-20,2019-09-13,Eastern,0
2019-20,2019-09-14,Eastern,0
2019-20,2019-09-15,Eastern,0
2019-20,2019-09-16,Eastern,0
2019-20,2019-09-17,Eastern,0
2019-20,2019-09-18,Eastern,0
2019-20,2019-09-19,Eastern,0
2019-20,2019-09-20,Eastern,0
2019-20,2019-09-21,Eastern,0
2019-20,2019-09-22,Eastern,0
2019-20,2019-09-23,Eastern,0
2019-20,2019-09-24,Eastern,0
2019-20,2019-09-25,Eastern,0
2019-20,2019-09-26,Eastern,0
2019-20,2019-09-27,Eastern,0
2019-20,2019-09-28,Eastern,0
2019-20,2019-09-29,Eastern,0
2019-20,2019-09-30,Eastern,0
2019-20,2019-10-01,Eastern,0
2019-20,2019-10-02,Eastern,0
2019-20,2019-10-03,Eastern,0
2019-20,2019-10-04,Eastern,1
2019-20,2019-10-05,Eastern,2
2019-20,2019-10-06,Eastern,3
2019-20,2019-10-07,Eastern,3
2019-20,2019-10-08,Eastern,3
2019-20,2019-10-09,Eastern,4
2019-20,2019-10-10,Eastern,4
2019-20,2019-10-11,Eastern,4
2019-20,2019-10-12,Eastern,5
2019-20,2019-10-13,Eastern,6
2019-20,2019-10-14,Eastern,6
2019-20,2019-10-15,Eastern,6
2019-20,2019-10-16,Eastern,6
2019-20,2019-10-17,Eastern,8
2019-20,2019-10-18,Eastern,8
2019-20,2019-10-19,Eastern,10
2019-20,2019-10-20,Eastern,10
2019-20,2019-10-21,Eastern,10
2019-20,2019-10-22,Eastern,10
2019-20,2019-10-23,Eastern,10
2019-20,2019-10-24,Eastern,12
2019-20,2019-10-25,Eastern,12
2019-20,2019-10-26,Eastern,12
2019-20,2019-10-27,Eastern,14
2019-20,2019-10-28,Eastern,14
2019-20,2019-10-29,Eastern,14
2019-20,2019-10-30,Eastern,14
2019-20,2019-10-31,Eastern,15
2019-20,2019-11-01,Eastern,16
2019-20,2019-11-02,Eastern,17
2019-20,2019-11-03,Eastern,17
2019-20,2019-11-04,Eastern,17
2019-20,2019-11-05,Eastern,17
2019-20,2019-11-06,Eastern,18
2019-20,2019-11-07,Eastern,18
2019-20,2019-11-08,Eastern,19
2019-20,2019-11-09,Eastern,19
2019-20,2019-11-10,Eastern,20
2019-20,2019-11-11,Eastern,21
2019-20,2019-11-12,Eastern,21
2019-20,2019-11-13,Eastern,22
2019-20,2019-11-14,Eastern,22
2019-20,2019-11-15,Eastern,22
2019-20,2019-11-16,Eastern,22
2019-20,2019-11-17,Eastern,24
2019-20,2019-11-18,Eastern,24
2019-20,2019-11-19,Eastern,24
2019-20,2019-11-20,Eastern,24
2019-20,2019-11-21,Eastern,24
2019-20,2019-11-22,Eastern,26
2019-20,2019-11-23,Eastern,27
2019-20,2019-11-24,Eastern,27
2019-20,2019-11-25,Eastern,27
2019-20,2019-11-26,Eastern,27
2019-20,2019-11-27,Eastern,27
2019-20,2019-11-28,Eastern,28
2019-20,2019-11-29,Eastern,28
2019-20,2019-11-30,Eastern,29
2019-20,2019-12-01,Eastern,30
2019-20,2019-12-02,Eastern,30
2019-20,2019-12-03,Eastern,31
2019-20,2019-12-04,Eastern,31
2019-20,2019-12-05,Eastern,31
2019-20,2019-12-06,Eastern,31
2019-20,2019-12-07,Eastern,32
2019-20,2019-12-08,Eastern,32
2019-20,2019-12-09,Eastern,34
2019-20,2019-12-10,Eastern,34
2019-20,2019-12-11,Eastern,35
2019-20,2019-12-12,Eastern,36
2019-20,2019-12-13,Eastern,36
2019-20,2019-12-14,Eastern,36
2019-20,2019-12-15,Eastern,36
2019-20,2019-12-16,Eastern,36
2019-20,2019-12-17,Eastern,37
2019-20,2019-12-18,Eastern,38
2019-20,2019-12-19,Eastern,38
2019-20,2019-12-20,Eastern,39
2019-20,2019-12-21,Eastern,40
2019-20,2019-12-22,Eastern,41
2019-20,2019-12-23,Eastern,41
2019-20,2019-12-24,Eastern,42
2019-20,2019-12-25,Eastern,42
2019-20,2019-12-26,Eastern,42
2019-20,2019-12-27,Eastern,42
2019-20,2019-12-28,Eastern,42
2019-20,2019-12-29,Eastern,43
2019-20,2019-12-30,Eastern,45
2019-20,2019-12-31,Eastern,45
2019-20,2020-01-01,Eastern,46
2019-20,2020-01-02,Eastern,46
2019-20,2020-01-03,Eastern,48
2019-20,2020-01-04,Eastern,48
2019-20,2020-01-05,Eastern,49
2019-20,2020-01-06,Eastern,49
2019-20,2020-01-07,Eastern,49
2019-20,2020-01-08,Eastern,50
2019-20,2020-01-09,Eastern,52
2019-20,2020-01-10,Eastern,52
2019-20,2020-01-11,Eastern,52
2019-20,2020-01-12,Eastern,52
2019-20,2020-01-13,Eastern,53
2019-20,2020-01-14,Eastern,54
2019-20,2020-01-15,Eastern,54
2019-20,2020-01-16,Eastern,56
2019-20,2020-01-17,Eastern,56
2019-20,2020-01-18,Eastern,56
2019-20,2020-01-19,Eastern,58
2019-20,2020-01-20,Eastern,58
2019-20,2020-01-21,Eastern,59
2019-20,2020-01-22,Eastern,60
2019-20,2020-01-23,Eastern,61
2019-20,2020-01-24,Eastern,61
2019-20,2020-01-25,Eastern,61
2019-20,2020-01-26,Eastern,61
2019-20,2020-01-27,Eastern,61
2019-20,2020-01-28,Eastern,61
2019-20,2020-01-29,Eastern,61
2019-20,2020-01-30,Eastern,61
2019-20,2020-01-31,Eastern,61
2019-20,2020-02-01,Eastern,61
2019-20,2020-02-02,Eastern,63
2019-20,2020-02-03,Eastern,63
2019-20,2020-02-04,Eastern,63
2019-20,2020-02-05,Eastern,64
2019-20,2020-02-06,Eastern,64
2019-20,2020-02-07,Eastern,65
2019-20,2020-02-08,Eastern,65
2019-20,2020-02-09,Eastern,67
2019-20,2020-02-10,Eastern,67
2019-20,2020-02-11,Eastern,67
2019-20,2020-02-12,Eastern,68
2019-20,2020-02-13,Eastern,68
2019-20,2020-02-14,Eastern,68
2019-20,2020-02-15,Eastern,69
2019-20,2020-02-16,Eastern,70
2019-20,2020-02-17,Eastern,70
2019-20,2020-02-18,Eastern,70
2019-20,2020-02-19,Eastern,72
2019-20,2020-02-20,Eastern,72
2019-20,2020-02-21,Eastern,72
2019-20,2020-02-22,Eastern,72
2019-20,2020-02-23,Eastern,74
2019-20,2020-02-24,Eastern,74
2019-20,2020-02-25,Eastern,74
2019-20,2020-02-26,Eastern,74
2019-20,2020-02-27,Eastern,74
2019-20,2020-02-28,Eastern,76
2019-20,2020-02-29,Eastern,76
2019-20,2020-03-01,Eastern,76
2019-20,2020-03-02,Eastern,78
2019-20,2020-03-03,Eastern,78
2019-20,2020-03-04,Eastern,78
2019-20,2020-03-05,Eastern,78
2019-20,2020-03-06,Eastern,78
2019-20,2020-03-07,Eastern,79
2019-20,2020-03-08,Eastern,79
2019-20,2020-03-09,Eastern,79
2019-20,2020-03-10,Eastern,81
2019-20,2020-03-11,Eastern,81
2019-20,2020-03-12,Eastern,81
2019-20,2020-03-13,Eastern,81
2019-20,2020-03-14,Eastern,81
2019-20,2020-03-15,Eastern,81
2019-20,2020-03-16,Eastern,81
2019-20,2020-03-17,Eastern,81
2019-20,2020-03-18,Eastern,81
2019-20,2020-03-19,Eastern,81
2019-20,2020-03-20,Eastern,81
2019-20,2020-03-21,Eastern,81
2019-20,2020-03-22,Eastern,81
2019-20,2020-03-23,Eastern,81
2019-20,2020-03-24,Eastern,81
2019-20,2020-03-25,Eastern,81
2019-20,2020-03-26,Eastern,81
2019-20,2020-03-27,Eastern,81
2019-20,2020-03-28,Eastern,81
2019-20,2020-03-29,Eastern,81
2019-20,2020-03-30,Eastern,81
2019-20,2020-03-31,Eastern,81
2019-20,2020-04-01,Eastern,81
2019-20,2020-04-02,Eastern,81
2019-20,2020-04-03,Eastern,81
2019-20,2020-04-04,Eastern,81
2019-20,2020-04-05,Eastern,81
2019-20,2020-04-06,Eastern,81
2019-20,2020-04-07,Eastern,81
2019-20,2020-04-08,Eastern,81
2019-20,2020-04-09,Eastern,81
2019-20,2020-04-10,Eastern,81
2019-20,2020-04-11,Eastern,81
2019-20,2020-04-12,Eastern,81
2019-20,2020-04-13,Eastern,81
2019-20,2020-04-14,Eastern,81
2019-20,2020-04-15,Eastern,81
2019-20,2020-04-16,Eastern,81
2019-20,2020-04-17,Eastern,81
2019-20,2020-04-18,Eastern,81
2019-20,2020-04-19,Eastern,81
2019-20,2020-04-20,Eastern,81
2019-20,2020-04-21,Eastern,81
2019-20,2020-04-22,Eastern,81
2019-20,2020-04-23,Eastern,81
2019-20,2020-04-24,Eastern,81
2019-20,2020-04-25,Eastern,81
2019-20,2020-04-26,Eastern,81
2019-20,2020-04-27,Eastern,81
2019-20,2020-04-28,Eastern,81
2019-20,2020-04-29,Eastern,81
2019-20,2020-04-30,Eastern,81
2019-20,2020-05-01,Eastern,81
2019-20,2020-05-02,Eastern,81
2019-20,2020-05-03,Eastern,81
2019-20,2020-05-04,Eastern,81
2019-20,2020-05-05,Eastern,81
2019-20,2020-05-06,Eastern,81
2019-20,2020-05-07,Eastern,81
2019-20,2020-05-08,Eastern,81
2019-20,2020-05-09,Eastern,81
2019-20,2020-05-10,Eastern,81
2019-20,2020-05-11,Eastern,81
2019-20,2020-05-12,Eastern,81
2019-20,2020-05-13,Eastern,81
2019-20,2020-05-14,Eastern,81
2019-20,2020-05-15,Eastern,81
2019-20,2020-05-16,Eastern,81
2019-20,2020-05-17,Eastern,81
2019-20,2020-05-18,Eastern,81
2019-20,2020-05-19,Eastern,81
2019-20,2020-05-20,Eastern,81
2019-20,2020-05-21,Eastern,81
2019-20,2020-05-22,Eastern,81
2019-20,2020-05-23,Eastern,81
2019-20,2020-05-24,Eastern,81
2019-20,2020-05-25,Eastern,81
2019-20,2020-05-26,Eastern,81
2019-20,2020-05-27,Eastern,81
2019-20,2020-05-28,Eastern,81
2019-20,2020-05-29,Eastern,81
2019-20,2020-05-30,Eastern,81
2019-20,2020-05-31,Eastern,81
2020-21,2020-06-01,Honda West,0
2020-21,2020-06-02,Honda West,0
2020-21,2020-06-03,Honda West,0
2020-21,2020-06-04,Honda West,0
2020-21,2020-06-05,Honda West,0
2020-21,2020-06-06,Honda West,0
2020-21,2020-06-07,Honda West,0
2020-21,2020-06-08,Honda West,0
2020-21,2020-06-09,Honda West,0
2020-21,2020-06-10,Honda West,0
2020-21,2020-06-11,Honda West,0
2020-21,2020-06-12,Honda West,0
2020-21,2020-06-13,Honda West,0
2020-21,2020-06-14,Honda West,0
2020-21,2020-06-15,Honda West,0
2020-21,2020-06-16,Honda West,0
2020-21,2020-06-17,Honda West,0
2020-21,2020-06-18,Honda West,0
2020-21,2020-06-19,Honda West,0
2020-21,2020-06-20,Honda West,0
2020-21,2020-06-21,Honda West,0
2020-21,2020-06-22,Honda West,0
2020-21,2020-06-23,Honda West,0
2020-21,2020-06-24,Honda West,0
2020-21,2020-06-25,Honda West,0
2020-21,2020-06-26,Honda West,0
2020-21,2020-06-27,Honda West,0
2020-21,2020-06-28,Honda West,0
2020-21,2020-06-29,Honda West,0
2020-21,2020-06-30,Honda West,0
2020-21,2020-07-01,Honda West,0
2020-21,2020-07-02,Honda West,0
2020-21,2020-07-03,Honda West,0
2020-21,2020-07-04,Honda West,0
2020-21,2020-07-05,Honda West,0
2020-21,2020-07-06,Honda West,0
2020-21,2020-07-07,Honda West,0
2020-21,2020-07-08,Honda West,0
2020-21,2020-07-09,Honda West,0
2020-21,2020-07-10,Honda West,0
2020-21,2020-07-11,Honda West,0
2020-21,2020-07-12,Honda West,0
2020-21,2020-07-13,Honda West,0
2020-21,2020-07-14,Honda West,0
2020-21,2020-07-15,Honda West,0
2020-21,2020-07-16,Honda West,0
2020-21,2020-07-17,Honda West,0
2020-21,2020-07-18,Honda West,0
2020-21,2020-07-19,Honda West,0
2020-21,2020-07-20,Honda West,0
2020-21,2020-07-21,Honda West,0
2020-21,2020-07-22,Honda West,0
2020-21,2020-07-23,Honda West,0
2020-21,2020-07-24,Honda West,0
2020-21,2020-07-25,Honda West,0
2020-21,2020-07-26,Honda West,0
2020-21,2020-07-27,Honda West,0
2020-21,2020-07-28,Honda West,0
2020-21,2020-07-29,Honda West,0
2020-21,2020-07-30,Honda West,0
2020-21,2020-07-31,Honda West,0
